,Date,User,Tweet,Reply,Retweet,Like,,,,,,
,,,,,,,2018/6/28,3,,,2018/6/28,3
Check out this massive custom @Quake Champions PC at @PAXAus! Constructed by the super talented @TAGMods ,,,,,,,2018/6/29,0,,,2018/6/29,0
,,,,,,,2018/6/30,0,,,2018/6/30,0
"Head to the AMD booth to check it out #PAXAus #BethesdaPAX https://t.co/z2dTUsQPJk""",4,43,176,,,,2018/7/1,2,,,2018/7/1,2
181,2018/10/26 00:00,TheJovenshire,"Dragon Ball live action film was horrible
The Last Airbender live action movie was awful. AMD now they are gonna try a live action #MyHeroAcademia movie. Think this movie stands a chance? https://t.co/RE0ZziVaIg",73,38,705,2018/7/2,0,,,2018/7/2,0
182,2018/10/26 00:00,DebfromPA,"#TheresNoBetterTherapyThan sitting on the sofa, sharing your blanket with your cat, amd having your cat lean against you and purr!",6,23,165,2018/7/3,2,,,2018/7/3,2
183,2018/10/25 00:00,boulanger,"Tentez de gagner un PC Gamer Lenovo propuls√© par les performances du processeur @AMD_France Ryzen https://t.co/DUmovjtISl ?ïπÔ∏?
Pour tenter votre chance : RT &amp; Follow @boulanger ?éÆ

R√®glement du jeu ici : https://t.co/l46bRBKUg4 https://t.co/YNsB9m0K4A",331,1718,608,2018/7/4,0,,,2018/7/4,0
184,2018/10/25 00:00,Koreaboo,"TWICE just unveiled three more songs in their 6th mini album ""YES or YES"" ???é∂?é≤ Jeongyeon, Chaeyoung, amd Jihyo have all contributed to the lyrics! ?????? #YESorYES @JYPETWICE https://t.co/WHaMMFzBcD",17,491,1513,2018/7/5,1,,,2018/7/5,1
185,2018/10/25 00:00,RampCapitalLLC,CONGRATS TO EVERYONE WHO SOLD ALL OF THEIR $AMD AND PUT IT INTO $TSLA BEFORE THE MARKET CLOSED,17,17,272,2018/7/6,2,,,2018/7/6,2
186,2018/10/24 00:00,BTCC,"BREAKING: Cobra Sport AmD Racing reveals Honda BTCC programme: https://t.co/qqfMoeufhp

#BTCC https://t.co/Tf176lBIDc",16,88,260,2018/7/7,3,,,2018/7/7,3
187,2018/10/24 00:00,ZarrarKhuhro,Here's your regular reminder that TLP has threatened judges with impunity amd has in fact praised the murder of judge iqbal bhatti. Just posting this in the hope that someone somewhere may consider taking action sometime this century. Thanks and bye.,22,206,447,2018/7/8,3,,,2018/7/8,3
188,2018/10/24 00:00,amdjapan,"#Radeon #Software ?Æ„??Ç„??çÊ??Ω„??Å„Çß?É„ÇØ!
#AMD ??#GPU ?åRadeon?ç„??Å„Ç∞?©„?????Ø„Çπ?≠Ë???#?ó„É≠?ª„??µ„Éº ?ßÂà©?®„Åß?ç„??∞„É©?ï„Ç£?É„ÇØ?π„Éª?â„É©?§„???#RadeonSoftware #AdrenalinEdition ?Ç„??Æ‰Ωø?ÑÊñπ?Ñ„??Ç„??ç„???@kojimatenninn YouTube?Å„É£?≥„??´„Åß?îÁ¥π‰ªã„??ü„??ç„Åæ?ó„?Ôº?,0,29,264
189,2018-10-23 18:15:00,amdjapan,Ë∂ÖÂº©Á¥öÊÄßËÉΩ??#?≤„Éº?ü„É≥?∞PC ?åËá™‰ΩúÂ?ÂøÉËÄÖ„Åß?Ç‰??å„?!? #AMD ??6?≥„Ç¢32?π„É¨?É„?ÂØæÂ? #CPU #Ryzen #Threadripper #2950X ?í‰Ωø??? #?™‰?PC ?Æ‰??äÊñπ??@kojimatenninn YouTube?Å„É£?≥„??´„Åß?îÁ¥π‰ªã„??ü„??ç„Åæ?ó„?ÔºÅÁ??ï„??ÇËá™‰ΩúPC?´„???É¨?≥„Ç∏?ó„Å¶?ø„Åæ?õ„???!,9,141,710
190,2018-10-22 22:29:52,FNATIC,""It's coming home"""".",,,,2018/7/9,2,,,2018/7/9,2
,,,,,,,2018/7/10,5,,,2018/7/10,5
Your @AMD MVP against @EDG_Edward,,16,148,1789,,,2018/7/11,4,,,2018/7/11,4
191,2018/10/22 00:00,LisaSu,"Congratulations @ScuderiaFerrari, #kimi7 and #seb5.  We are super proud of the way you fought today for the win!  Fantastic afternoon with our @AMD friends and partners at the #AustinGP ?? https://t.co/UYh69nXa5z",24,71,686,2018/7/12,3,,,2018/7/12,3
192,2018/10/21 00:00,CoreyCoyote,Have a pic of our Anti-Depressant Luna. She is such a budle of joy amd so gentle. We already love her dearly https://t.co/mTewxhL5CS,21,26,488,2018/7/13,1,,,2018/7/13,1
193,2018/10/20 00:00,cryptochrisw,"Most profitable coins to mine

NVIDIA:  $RVN, $LUX, $BTG, $HTH, $BTX
AMD: $XMR (whew lad) $TUBE, $LOKI, $RYO, $ETP

Spec coins to look into:  $VRSC, $DSR, $PXC, $ZER
I plan on doing this daily to keep track",32,43,216,2018/7/14,2,,,2018/7/14,2
194,2018/10/20 00:00,eWhispers,"#earnings for the week

$AMD $AMZN $MSFT $GE $SNAP $TWTR $GOOGL $T $INTC $BA $CAT $V $HAL $SHOP $F $MCD $LMT $HAS $CELG $VZ $AAL $UPS $MMM $NOK $KMB $LAGN $CMG $PETS $FCX $CY $GRUB $GILD $WDC $BIIB $PII $STM $RTN $NOW $IRBT $AMTD $SALT $TXN $UTX $SIRI 

https://t.co/lObOE0dgsr https://t.co/Fm5QlnzyuE",21,341,402,2018/7/15,3,,,2018/7/15,3
195,2018/10/20 00:00,amd__silva,https://t.co/XqAU2lLcRZ,2,15,180,2018/7/16,1,,,2018/7/16,1
196,2018/10/20 00:00,FNATIC,"Has an EU jungler ever had a better day at Worlds than @BroxahLoL did on Wednesday?

You voted in your hundreds. Thank Mr Broxah, you were, of course, our @AMD MVP. https://t.co/5FqoIOEeZr",9,60,1057,2018/7/17,1,,,2018/7/17,1
197,2018/10/19 00:00,cryptochrisw,"Most profitable coins to mine

NVIDIA:  $RVN, $HTH, $BTX, $XMN, $BSD
AMD:  $TUBE, $LOKI, $RYO, $DBIX, $ETC

Spec coins to look into:  $VRSC, $DSR, $QBIC, $ATH
I plan on doing this daily to keep track",22,41,213,2018/7/18,2,,,2018/7/18,2
198,2018/10/19 00:00,BillyTalentBand,"Watch out for the vid premiere of the first track of the upcoming Emigrate album ""A Million Degrees"". #emigrate #amd #amilliondegrees #billytalent #1234 https://t.co/zVpvB3w30W",11,89,333,2018/7/19,2,,,2018/7/19,2
199,2018/10/18 00:00,mysticbaek,"THIS is our chance to prove the power of international EXO-Ls. They are giving us a shot, if we fail EXO wont get promoted if we succeed EXO will keep on getting bigger promo amd chances. Dont let this go away. Its up to us now ?í™

@weareoneEXO #EXO #?ëÏ? #DONT_MESS_UP_MY_TEMPO",1,287,278,2018/7/20,3,,,2018/7/20,3
200,2018/10/18 00:00,msigaming,"Rate the Venom-themed case modding! What an awesome work from @Random2k4Design. 

??See more about #MSIxVenom promotion: https://t.co/USlgs6XKzz
#Corsair #AMD #MSIB450 https://t.co/XemoA7VaVO",12,58,292,2018/7/21,4,,,2018/7/21,4
201,2018/10/18 00:00,FNATIC,"Twitter polls only go up to four choices, but we want to give you full control over your @AMD MVP from yesterday.

Who do you think deserves it - @Bwipo, @sOAZ, @BroxahLoL, @FncCapsLoL, @RekklesLoL or @FNCHylissang?

?? Vote in the comments ?? https://t.co/8bISnS5zef",211,48,990,2018/7/22,0,,,2018/7/22,0
202,2018/10/17 00:00,FNATIC,"T-minus 14 hours for the big day!

@FNATICGEAR and @AMD are giving you the chance to win one of three epic bundle - including Gear and prowear our players will be using ON THE #WORLDS2018 STAGE!

To enter:
1) Retweet
2) Follow @FNATICGEAR
3) Sign up here: https://t.co/r9OTVfuBJX https://t.co/cMfwV9BWfW",29,1073,443,2018/7/23,1,,,2018/7/23,1
203,2018/10/16 00:00,8KLIFE,"Those who said BIGBANG can't be compared to Western artists in term of money making ??
Who's going to tell them this:

Taeyang made last year almost $50M only from real estate investments
Daesung bought $30M building amd earning millions from ranting it

???èª",12,530,1420,2018/7/24,2,,,2018/7/24,2
204,2018/10/16 00:00,ogundamisi,"Electoral Act No. 6 (2010 Amd).

There shall now be full biometric accreditation of voters with Smart Card Readers and/or other technological devices, as @inecnigeria may introduce for elections from time to time. 

Thank God @MBuhari sent it back, ?ùÔ? now restored.",11,305,451,2018/7/25,0,,,2018/7/25,0
205,2018/10/16 00:00,teamisurus,"#Gan√≥Isurus #IsurusCS

CAMPE?ES, CARALHO!??

?á¶?á∑Segundo t√≠tulo en 3 d√≠as. Ganamos la ESL BPL luego de derrotar 2x1 a @Imp_eSportsBR.

?áß?á∑Segundo t√≠tulo em 3 dias. N√≥s vencemos o ESL BPL depois de derrotar 2x1 para @Imp_eSportsBR.

#WeBlue??

#GoSharks??#HyperX?éß#OmenByHP?íª#AMD https://t.co/zs3G19ru20",5,28,185,2018/7/26,2,,,2018/7/26,2
206,2018/10/15 00:00,AdamHSays,I'm in Boston as Harvard goes to trial today to defend its use of race in admissions. My dispatch from yesterday's rallies amd a look at the case: https://t.co/nGJUrpPvy9,8,92,130,2018/7/27,4,,,2018/7/27,4
207,2018/10/15 00:00,amd__silva,T√° https://t.co/WR15yvQXwe,0,13,190,2018/7/28,1,,,2018/7/28,1
208,2018/10/15 00:00,KateStewart22,"Saudi Arabia is being subjected to a wave of false media reports and shocking racism following the #Kashoggi ""story"". I'm English and lived amd worked there. It's a truly peaceful country with hospitable and kind people.
Please don't believe the lies.?á∏?á¶
#IStandWithSaudiArabia https://t.co/8oNyZw1l15",118,819,549,2018/7/29,2,,,2018/7/29,2
209,2018/10/14 00:00,teamisurus,"#Gan√≥Isurus #IsurusCS

SOMOS CAMPEONES DE LA #BGS2018 ?????á¶?á∑

CAMPE?ES DA LOGITECH G CHALLENGE!

Vencimos a #TeamM√©xico por 2 a 0 en la final de la @g_challenge. 

Son gigantes @noktseCS @tutecsgo @nblcsgo @reversivee @1962fps @pinocs_go. ??

#GoSharks??#HyperX?éß#OmenByHP?íª#AMD https://t.co/cfVS9IrTws",4,25,227,2018/7/30,1,,,2018/7/30,1
210,2018/10/13 00:00,FNATIC,HE IS VERY GOOD AT LEE SIN. @BROXAHLOL GETS THE @AMD MVP TODAY. https://t.co/6dfKP4kH9J,6,61,778,2018/7/31,1,,,2018/7/31,1
211,2018/10/13 00:00,amdradeon,"Ancient Greece awaits as @NorthernlionLP jumps into #AssassinsCreedOdyssey, powered by AMD Radeon. Tune in and learn how you can get it for free with eligible graphics card purchases.",7,21,395,2018/8/1,1,,,2018/8/1,1
212,2018/10/12 00:00,vickystwitah,"Imma be real honest with y?ôall

Nuest?ôs Deja Vu has to be one of THE best songs of 2018 amd I don?ôt even stan them

And it was honestly a song that wasn?ôt really talked about and that?ôs so disappointing",8,227,580,2018/8/2,3,,,2018/8/2,3
213,2018/10/11 00:00,newM249MINIMI,"?ù„??ù„?AMD??Å¶‰ΩïÔ???Å¶?π„?
?ù„??¶„ÅÆÂ±§„Å´?ã„Å™?äÂ??Ñ„ÅÆ?Ç‰?ÂÆü„???
?ù„??™‰∫∫?î„Å´ÂØæ„????¢„??≠„Éº?Å„??ó„Å¶Â∫É„??¶„??è„??å„Ä?AMD?´Â?Ë¶Å„Å™Ë¶ÅÁ??ß„????ù„??í„Çµ?ù„Éº?à„??ã„ÅÆ???ë„ÄÖ„ÅÆÂΩπÂâ≤?ß„ÅØ?Ç„??à„Å≠???û„Éº?±„???É≥?∞„ÅØÂ§ß‰???
?™„??ßË??à„??ì„Å®???æ„?Ë≤∑„Å£?¶„??âË??ò„Å™?ï„???AMD?Ç„??Ñ„?( ??)? https://t.co/pm11Dr9jMP",6,43,161,2018/8/3,2,,,2018/8/3,2
214,2018/10/11 00:00,FNATIC,"F I V E . S O L O . K I L L S .

@FncCapsLoL is your first @AMD MVP of our #worlds2018 campaign! https://t.co/P8QEu2YsDU",9,137,1033,2018/8/4,4,,,2018/8/4,4
215,2018/10/11 00:00,FNATIC,"Time for the first @AMD MVP of #worlds2018.

Who are we going for then..? ??????",18,59,354,2018/8/5,2,,,2018/8/5,2
216,2018/10/10 00:00,castrojo,"Rebuilt a gaming box over the weekend. With an AMD GPU you can just install 18.10, install steam, turn on steam play, and play Witcher 3. No extra config, no PPAs, all OSS drivers out of the box. That's just incredible. https://t.co/WKO9cMkkar",23,117,516,2018/8/6,7,,,2018/8/6,7
217,2018/10/10 00:00,finelinexpilots,"instead of saying "" **** still follows oomf i guess its time to cut that mutual"" 
how about you dm that person explaining the issue and ask to unfollow them instead of being immature and hoping they have ur notifs on amd actually see ur tweet.",2,36,215,2018/8/7,5,,,2018/8/7,5
218,2018/10/10 00:00,7corneII,"Namjoon: EVERYBODY GET ON YOUR FEET AMD JUMP
Jungkook: :/",11,132,514,2018/8/8,3,,,2018/8/8,3
219,2018/10/9 00:00,LANY_PHL,"Does she remember
The night before goodbye she said forever
Amd made me swear i'd never leave her
She says she doesnt love me dont believe her
If you see her",1,111,320,2018/8/9,1,,,2018/8/9,1
220,2018/10/9 00:00,JayzTwoCents,"DON?ôT PREORDER ANYTHING! ESPECIALLY HARDWARE!

Make Intel earn your money!
Make NVIDIA earn your money!
Make AMD earn your money! 

Stop rewarding companies with YOUR money before they have proven they should have the honor of your purchase!",217,1240,6001,2018/8/10,5,,,2018/8/10,5
221,2018/10/9 00:00,JayzTwoCents,Reading comments on the Intel white pages and man... some of you guys walk around legit wearing tinfoil hats. As always... IF YOU DONT LIKE IT DONT FUCKINY BUY IT! END OF STORY HAVE A NICE DAY NO ONE CARES IF YOU LIKE AMD OR INTEL!,81,47,819,2018/8/11,4,,,2018/8/11,4
222,2018/10/8 00:00,hardwarecanucks,"Food for thought.

1700X launched @ $399
1800X launched @ $499
2700X launched @ $399
9900K launching @ $488

Seems AMD competition is having the desired effect of (slightly) more competitive CPU prices.",16,30,364,2018/8/12,2,,,2018/8/12,2
223,2018/10/8 00:00,ConvictusEsport,"?ö® SPECIAL ANNOUNCEMENT ?ö®

No need to start an crowdfund campaign for your favourite Techies/Omniknight Spammer. 

Yup, That's Right!

‚≠?@SirActionSlacks ‚≠?will be flying to the land Down Under to host the AMD Dota 2 Pro Series Melbourne

#convictusesports #Dota2 https://t.co/IJyi71THM4",11,27,250,2018/8/13,6,,,2018/8/13,6
224,2018/10/8 00:00,amd_zrl,"Sapa yang stress,terasa nak give up hujung2 sem, boleh ikhtiar guna cara ni,sama2 usahakan,semoga dipermudahkan segala urusan,insyaAllah https://t.co/qRhaq26c9s",10,7303,7055,2018/8/14,2,,,2018/8/14,2
225,2018/10/7 00:00,saltymamas,"3: When Izzie turns 2 I'll turn 4 amd Cole will turn 6!

Me: Yep!

3: And then when Izzie turns 3, I'll turn 5 and Cole will turn 7!

Me: Also true. *tearing up*

3: And then when Izzie turns 4, I'll turn 6 and Cole will turn 8!

Me: *sobbing* you can stop that game now.",8,3,136,2018/8/15,3,,,2018/8/15,3
226,2018/10/7 00:00,bbomirae,Yugyeom said it was the first time they got 1st on music core and the first time for an all-kill since debut so he said he's really thankful amd that it's really special,0,175,379,2018/8/16,3,,,2018/8/16,3
227,2018/10/7 00:00,gomasterpieceX7,"BAWAL PA NOSE TO NOSE KAY KISSES !!!!! 

At for sure di nila gagawin yan, knowing donny amd kisses :))) 

#KISSESonASAPHimigHandog 
@delavinkisses Kisses",10,281,220,2018/8/17,0,,,2018/8/17,0
228,2018/10/6 00:00,ReaganGomez,"Susan Collins is the perfect example of ?úwe need more women in Congress??doesn?ôt go far enough. What good does having women in Congress do if they promote anti-woman ideology...just like WM? Amd those two in back of her, whoo this image is accurate af.",22,552,1494,2018/8/18,1,,,2018/8/18,1
229,2018/10/6 00:00,AMD,The 2nd Gen Ryzen Threadripper lineup is about to get even better. The 24-core Ryzen Threadripper 2970WX and the 12-core Ryzen Threadripper 2920X will be available Oct 29. https://t.co/kqJ6CZKmwY,21,104,472,2018/8/19,3,,,2018/8/19,3
230,2018/10/5 00:00,scheekeong,Kecewa dan sedih dengan keadaan ini. KBS memandang serius permasalahan ini dan akan mencari solusi supaya hasrat penubuhan AMD dapat direalisasikan.,10,98,324,2018/8/20,1,,,2018/8/20,1
231,2018/10/5 00:00,imalianaNewsMPB,"#Sukan @NewsMPB 
Menyedihkan!
Lebih 740 kecacatan dikesan di AMD selepas YB @SyedSaddiq melakukan lawatan mengejut ke AMD, Gambang hari ini. Lebih mengejutkan, pelatih mengaku kualiti makanan amat menyedihkan hingga mereka terpaksa menyeludup makanan untuk mengalas perut. https://t.co/vkpJvhwHCp",65,1659,2045,2018/8/21,4,,,2018/8/21,4
232,2018/10/5 00:00,SyedSaddiq,"saya sempat mencuri masa untuk melawat Akademi Bola Sepak Mokhtar Dahari (AMD) di Gambang setelah mendengar banyak komen daripada para jurulatih/ibu bapa/orang awam. 

Saya kesini untuk melihat sendiri bagaimana sebenarnya keadaan AMD. https://t.co/SFs2ClyWdB",156,3808,2598,2018/8/22,2,,,2018/8/22,2
233,2018/10/4 00:00,chrisraj23,"YB @SyedSaddiq menerangkan  bhw di AMD tidak ada nutrionist, tak ada kepakaran sains sukan diberi kpd pemain pemain tetapi hampir RM85juta dibelanjakan! Allowance jurulatih RM500 ringgit tidak dibayar utk beberapa bulan! https://t.co/Th0bNOz1rf",31,585,444,2018/8/23,4,,,2018/8/23,4
234,2018/10/4 00:00,saythenamebtsvt,"BTS' MILITARY ENLISTMENT YEAR:

Seokjin- 2020
Yoongi- 2022
Namjoon- 2023
Hoseok- 2023
Jimin- 2024
Taehyung- 2024
Jungkook- 2026

NO MATTER WHERE THE WORLD TAKES THEM TO I WILL STILL STAN THEM. BTS AMD ARMYS WILL ALWAYS BE PART OF MY LIFE. I PURPLE YOU.???ò≠",66,1041,2234,2018/8/24,3,,,2018/8/24,3
235,2018/10/4 00:00,teddycasino,"In UP, we are taught that as an Iskolar ng Bayan, it is our DUTY to be involved in nation building, and to speak out and never tolerate government corruption, abuse amd other social evils.",20,49,188,2018/8/25,2,,,2018/8/25,2
236,2018/10/3 00:00,mrBobbyBones,Sorry I didn?ôt get better scores tonight. I tried hard. Amd thought I improved. And will try harder next week. Thanks for calling and voting for me.,169,55,2414,2018/8/26,3,,,2018/8/26,3
237,2018/10/2 00:00,NCAATeammates,"Stedman Bailey, Geno Smith, amd Tavon Austin, WVU 2012 https://t.co/pOU9D3l1jt",26,1130,4300,2018/8/27,2,,,2018/8/27,2
238,2018/10/2 00:00,AMD,Congratulations to CEO @LisaSu on her induction to @theNAEng for her outstanding leadership in the semiconductor industry and contributions to silicon-on-insulator technology! https://t.co/Ah4iIEQdZC https://t.co/LmK8OxrDrb,35,117,592,2018/8/28,2,,,2018/8/28,2
239,2018/10/1 00:00,TimBurt,"Philip. 4:7 ""God's peace, which is far more wonderful than the human mind can understand will guard your hearts amd minds in Christ Jesus""",1,67,135,2018/8/29,0,,,2018/8/29,0
240,2018/10/1 00:00,inbloomY,"i just want to thank G.C.F directions amd team, jeon jungkook nothing of this would be possible without you, thank you kim namjoon for your great contribution that wOw brings me to tears to this day, truly G.C.F is a place where your dreams can come true *crowd cheers* https://t.co/PusPlD1R52",6,91,266,2018/8/30,2,,,2018/8/30,2
241,2018/10/1 00:00,SSSS_PROJECT,"?æ„?ÂØæË±°Â∫óË??´„Å¶?™„É™?∏„??´„??ô„É´?Ü„Ç£?ÇÔ?Ë©≥Á¥∞?Ø‰?Ë®òURL?à„??îÁ¢∫Ë™ç‰??ï„??æ„?Ôº?AMDÊ¥æ„ÅÆPC?óÊ?
https://t.co/ExUPgmoIjZ
#SSSS_GRIDMAN https://t.co/Zu0DaGBcAO",1,141,184,2018/8/31,1,,,2018/8/31,1
242,2018/9/30 00:00,ASUS_ROG,"Introducing ROG Ryujin and Ryuo AIO liquid coolers, with LiveDash full color OLED displays, Aura Sync and unique features that raise the bar for performance and aesthetics.

#ROG #DIY #PC #Intel #AMD https://t.co/mtqTSRVK79",27,118,585,2018/9/1,4,,,2018/9/1,4
243,2018/9/30 00:00,AMD,Ready to experience the Ryzen advantage? Build the perfect PC for gaming and streaming performance with @AMDRyzen and @msiUSA: https://t.co/Jd8pCfYkZc https://t.co/wYHfccyUWK,14,42,333,2018/9/2,2,,,2018/9/2,2
244,2018/9/29 00:00,boulanger,"Tentez de gagner un ordi gamer @AsusFrance?avec le processeur @AMD_France #Ryzen5 https://t.co/7dQ1gCaLLH ?íª?éÆ
Pour tenter votre chance : RT &amp; Follow @boulanger ?ïπÔ∏?
R√®glement du jeu ici : https://t.co/ohjSIMA7hZ https://t.co/qEu2mZ1LS5",463,2162,750,2018/9/3,4,,,2018/9/3,4
245,2018/9/29 00:00,MrsPTeach,"NQTs, 
This is the week reality starts to set in. You're juggling so many different things amd realising what you don't know. Sort out 'being a teacher' first. The other bits will come. Be reasonable and kind in your expectations of yourself - you don't need any more pressure.",17,45,218,2018/9/4,1,,,2018/9/4,1
246,2018/9/29 00:00,R7_18000000000x,"?™‰??ë„ÇΩ?≥„É≥?ùÂ???ÔΩ¢„Å®?ä„??à„??≤„Éº?†Âá∫?•„??Ñ„Å§ÔΩ?
?™„??Ñ„Ç™?ø„ÇØ
ÔΩ¢Intel?®NVIDIAÔΩ?
Ê≤º„Å´?Ω„Å°?¶„??™„Çø??ÔΩ¢„Ç™?º„É´AMD‰∏Ä?ûÔΩ£

?º„?
ÔΩ¢„Å±?ù„??ì„??¥„??¥„??≤„??ã„Å®?ü„ÅÆ?ó„?( ??ÔΩ?https://t.co/kqHp1cXR0o",3,105,178,2018/9/5,0,,,2018/9/5,0
247,2018/9/28 00:00,ScanComputers,"WIN a Pro Graphics starter bundle worth over ¬£1300 this week in our #Competition ! Featuring an @AMD_UK #THREADRIPPER #2950X CPU, @SamsungUK 512GB 970 Pro M.2 NVME SSD and @ASUS_ROGUK X399-E motherboard! Enter here: https://t.co/UJzN61G0zL 
Open worldwide! #giveaway https://t.co/TliA1tZva1",1133,3050,1272,2018/9/6,7,,,2018/9/6,7
248,2018/9/28 00:00,Logan_Greer,"Google
Microsoft
Uber
Intel
Pinterest
Instacart
Shopify
Nvidia
LG
Samsung
Thales
Ecobee
AMD

... New offices in Toronto. Let that sink in.",29,464,1347,2018/9/7,4,,,2018/9/7,4
249,2018/9/28 00:00,Lindyyay,"At what point are cinemas going to grow up amd stop making people hide their outside snacks?
I'm not a teen anymore I forgot how to be sneaky",7,52,191,2018/9/8,3,,,2018/9/8,3
250,2018/9/27 00:00,AMDRyzen,.@Fnatic Rainbow Six Siege player @RizRazR6?ôs morning preparation ??as imagined by his teammate @MagnetR6 ??is the latest installment of AMD?ôs Ryzen Shine series. https://t.co/n18aY80vo2,7,70,429,2018/9/9,4,,,2018/9/9,4
251,2018/9/27 00:00,GIGABYTE_News,ÂºäÁ§æ?Æ„??∂„Éº?ú„Éº?â„Å®AMD CPU?íÂ??ÇË≥º?•„??ã„Å®???åÂ∑®Â§ß„Å™?û„Ç¶?π„??É„??ç„?Ë≤∞„??ã„??ó„??ß„??? https://t.co/Ejijt3wAYx,11,130,253,2018/9/10,4,,,2018/9/10,4
252,2018/9/27 00:00,pc_watch,"AMD?Å„ÄåAthlon 200GE?ç„?7,000?ÜÂ??ä„Åß?éÊó•?à„??ΩÂ?Ë≤©Â£≤ https://t.co/k07qdRp7ur https://t.co/63kKnZNqm1",2,275,276,2018/9/11,2,,,2018/9/11,2
253,2018/9/27 00:00,quesadalila,YOU GUYS I WENT TO THIS LGBTQ PANEL AMD THE GUY THERE WAS THE SECUIRTY GUARD I HUNG OUT WITH AT THE USED CONCERT LSNSJS HE REMEMBERED ME AND SAID HED TRY TO HOOK ME UP WITH A JOB AT FUELED BY RAMEN THROUGH HIS MANAGER WHAT IN GODS NAME IS HAPPENING IS THIS A DREAM,8,7,145,2018/9/12,1,,,2018/9/12,1
254,2018/9/27 00:00,TheJovenshire,AMD a very happy birthday to @SmoshGames !!! Its been an amazing 6 years of friendship and adventures. So much thanks to all of the fans for making thos thr greatest experience ever! https://t.co/TxCYiHzM6J,11,66,777,2018/9/13,0,,,2018/9/13,0
255,2018/9/26 00:00,TheRegister,"Great Register journo fashion faux pas in recent times:
- Bringing an Intel bag to an AMD exec dinner
- Wore Samsung jacket to Huawei phone launch
- Exploit Wednesday to Microsoft press event (post-Patch Tuesday)
- Nvidia GTC shirt to a MediaTek meeting
- Windows PC at Linux conf https://t.co/ZfEkOabdnz",9,59,135,2018/9/14,2,,,2018/9/14,2
256,2018/9/25 00:00,BethMooreLPM,"Folks, I meed to let you kmow that I have dropped my phome amd mow the letter betweem the m amd o will mot fumctiom amd amother letter comes up imstead but I wom?ôt go imto which ome. I am so ammoyed. Sorry for this imcomvemiemce. I will try to get a mew ome soom.",275,167,4168,2018/9/15,3,,,2018/9/15,3
257,2018/9/25 00:00,LAP_Racing,"Last week I had some people see the photo my daughter Elise with the AmD grid girls &amp; comment to me ""I hope you teach Elise to achieve more in life than doing what they do"".

Over the next 5 tweets I'll explain why that comment enraged me.

@PaulONeill29 @JennieGow @gridgirlz https://t.co/xlJaAdJ7PA",16,97,276,2018/9/16,0,,,2018/9/16,0
258,2018/9/25 00:00,AllisonFogg,It really pisses me off that people think they have the right to tell influencers how to do their jobs. You don't hear @SsssamanthaaMUA telling me how to be a paralegal or you how to be a banker or whatever. Back off amd enjoy her content and awesome vocabulary,5,5,224,2018/9/17,1,,,2018/9/17,1
259,2018/9/25 00:00,Serwaa_Amihere,"There?ôll be someone sitting somewhere, who thinks you don?ôt deserve the opportunities in your life... Well, that?ôs THIER BUSINESS!! Just kill them with success amd keep evolving!",11,57,229,2018/9/18,0,,,2018/9/18,0
260,2018/9/24 00:00,mutuc03,"So there's this one student that questioned the panel regarding kung baket pinalitan agad ng walang  opinyon from students amd parents tas ang sagot: MEDYO MAGANDA YUNG RESULT SA SIMULATION

OW MY GHAAAADDD I SWEARR TO GOD THIS SCHOOL WILL BE THE DEATH OF ITS STUDENTS",1,62,199,2018/9/19,2,,,2018/9/19,2
261,2018/9/24 00:00,amd__silva,Com casaco e sem casaco https://t.co/dO7Kosglih,3,18,242,2018/9/20,3,,,2018/9/20,3
262,2018/9/24 00:00,ScumGame,"Hey prisoners, we heard you like giveaways, so we teamed up with #AMD &amp; #Sapphire for one. Good luck! ?°Ô?https://t.co/lSSSzdKxwZ @AMDRyzen https://t.co/4Cb88519Gf",24,118,356,2018/9/21,0,,,2018/9/21,0
263,2018/9/24 00:00,vampstothebone,"I wanna follow amd talk to so many ppl here but i'm hella shy and i'm kinda scared bcuz im not funny, im not cute or something im just a mess fhfghh bye https://t.co/WoPJVItw1V",10,25,133,2018/9/22,0,,,2018/9/22,0
264,2018/9/23 00:00,mikeyp121,RT RT NEW VIDEO OUT NOW ! MY MUM AMD I REACTED TO THE BOY @Joe_Sugg FIRST STRICTLY DANCE ???ï∫https://t.co/9MnrCPb3EK https://t.co/PVvq1DLNL8,18,214,1956,2018/9/23,1,,,2018/9/23,1
265,2018/9/20 00:00,SafirulAbuBakar,"Najmudin Akmal (7) dan Syukur Fariz (18) adalah 2 pemain yg telah diberi kepercayaan oleh coach LTK dlm kesebelasan utama menentang Tajikistan walaupun baru berusia 15 tahun.  

Struktur skuad2 elit di AMD membolehkan jurulatih melihat &amp; memilih dari pool pemain yg lebih besar https://t.co/xQXfJx3M1P",1,137,215,2018/9/24,4,,,2018/9/24,4
266,2018/9/20 00:00,FarFromSubtle,On the way to TOKYO GAME SHOW! Thank you to our sponsor AMD! Stay tuned to this Twitter for updates from the show floor! https://t.co/X6LDb1KUHE,21,11,260,2018/9/25,4,,,2018/9/25,4
